,Book_ID,Judul,No. ISBN,Penulis,Penerbit,Tanggal terbit,Kategori,Description,img_small_link,img_large_link
310,311,Kehidupan : Pengharapan yang Luar Biasa Setelah Mengambil Pilihan yang Fatal,9786027988088,Kristen Jane Anderson dan Tricia Goyer,Light Publishing,Juni - 2013,Kristen,"Dia menginginkan kematian. Tuhan memiliki rencana-rencana lain.Dilingkupi oleh gelombang demi gelombang trauma emosional, Kristen Anderson tidak lagi mau menjalani kehidupan. Pada suatu malam di Januari, setelah memutuskan untuk mengakhiri rasa sakitnya untuk selamanya, gadis tujuh belas tahun ini berbaring di atas rel kereta yang terletak tidak jauh dari rumahnya, dan menunggu kematian.Bukannya rasa damai, ia mendapati dirinya tenggelam di dalam sebuah mimpi buruk baru.Sebelum teknisi mesin berhasil menghentikan kereta itu, tiga puluh tiga mobil angkutan berat melewatinya dengan kecepatan lima puluh lima mil perjam. Setelah kereta itu berhenti dan Kristen menyadari bahwa dirinya masih hidup, ia melihat ke sekelilingdan melihat kakinya berada pada jarak sepuluh kaki jauhnya dari dirinya. Selamat dari percobaan bunuh dirinya tapi kehilangan kedua kakinya membuat Kristen masuk ke dalam sebuah peperangan depresi yang semakin dalam dan pikiran-pikiran untuk bunuh diri, seperti rasa sakit yang tiada henti dirasakannyasemua dari tempat duduk di atas kursi roda. Tetapi di tengah-tengah hari-hari tergelapnya, Kristen menemukan jalan menuju kehidupan yang sesungguhnya dan tujuan untuk hidup.Bagi setiap orang yang sedang berjuang untuk mendapatkan kekuatan untuk melanjutkan kehidupan, buku yang menghangatkan hati dan memberikan pengharapan ini mempersembahkan sebuah pengingat yang jelas dan luar biasa bahwa meskipun kita telah menyerah terhadap kehidupan, Tuhan tidak pernah menyerah pada kita.Mencakup catatan-catatan yang menguatkan dari Kristen dan sumber-sumber untuk mencegah usaha bunuh diri.KRISTEN JANE ANDERSON pernah tampil dalam sebuah tayangan Oprah dan seorang pembicara yang popular di sekolah tinggi, even-even kewanitaan dan anak-anak muda, dan penjangkauan untuk pencegahan tindakan bunuh diri. Seorang lulusan dari Moody Bible Institute dan pendiri Reaching Your Ministries, Kristen menolong orang-orang yang terluka, tak berpengharapan, terhilang, para pencoba bunuh diri, atau yang depresi. TRICIA GOYER adalah seorang penulis lebih dari tiga ratus artikel nasional secara periodik, sebagaimana juga banyak novel dan beberapa buku non-fiksi, termasuk Blue Like Play Dough.",https://www.bukukita.com/babacms/displaybuku/65113.jpg,https://www.bukukita.com/babacms/displaybuku/65113_f.jpg
311,312,Dekonsentrasi dan Tugas Pembantuan,978,Tim Redaksi,Fokus Media,2009,Peraturan Pemerintah,- Peraturan Pemerintah Republik Indonesia Nomor 7 Tahun 2008- Peraturan Pemerintah Republik Indonesia Nomor 6 Tahun 2008- Peraturan Pemerintah Republik Indonesia Nomor 8 Tahun 2008,https://www.bukukita.com/babacms/displaybuku/36148.jpg,https://www.bukukita.com/babacms/displaybuku/36148_f.jpg
312,313,Doa & Dzikir untuk Hati (Ramadhan_2017),9786029949582,Hamzah Ahmad Mubarak,Alita Aksara Media,Maret - 2013,Islam,"Hati manusia mudah takut dan resah. Baik oleh kenyataan hidup atau imajinasinya sendiri. Hal ini memang sudah kodrat manusia yang lemah dan selalu takut akan begitu banyak hal. Islam mengajarkan, ketika hati resah maka mengadulah kepada Allah Swt lewat sarana doa dan dzikir, dan yang melakukannya maka sungguh manfaat darinya akan datng.Allah Swt. berfirman, ""Maka Kami pun mengabulkan doanya itu, lalu Kami hilangkan penyakit yang menimpanya dan Kami kembalikan keluarganya kepadanya, dan Kami dipat gandakan bilangan mereka, sebagai suatu rahmat dari sisi kami dan untuk menjadi peringatan bagi semua yang menyembuhkan Allah. "" (QS. al-Anbiya:84)Buku ini berisi sekian banyak doa dan dzikir agar hati ditentramkan, mencegah bala musibah, serta agar diberikan rezeki dengan mudah. Disusun dengan ingkas dan padat, menjadikan buku ini mudah untuk dibawa dan dipraktekkan di mana saja. Semoga bermanfaat.",https://www.bukukita.com/babacms/displaybuku/61615.jpg,https://www.bukukita.com/babacms/displaybuku/61615_f.jpg
313,314,Psychologi of Fashion,9789792553253,Jeneman,Lkis,2010,Non-Fiksi Umum,view Psychologi of Fashion,https://www.bukukita.com/babacms/displaybuku/34114.jpg,https://www.bukukita.com/babacms/displaybuku/34114_f.jpg
314,315,Pengerjaan Batu dan Beton,9789790272767,Soedjono dan Hartanto,Titian Ilmu,Agustus - 2013,Referensi Umum,"Beton memiliki karakteristik tersendiri yang berbeda dengan yang lainnya. Ketika membangun sebuah beton, hal yang harus diperhatikan sebagai bahan pertimbangan adalah rencana gambar tulangan. Kemampuan membaca gambar tulangan diperlukan karena hal tersebutlah yang menjadi landasan sukses tidaknya beton yang akan dibangun.Penekanan buku ini diletakkan pada pemahaman atas apa yang terjadi dalam praktik dan bagaimana kenyataan tersebut diwujudkan menjadi cara-cara sederhana, aman dan ekonomis. Buku ini juga didukung oleh pendekatan yang menyangkut pemohonan dasar gejala-gejala fisika untuk pekerjaan-pekerjaan yang lebih canggih dan teliti.Buku ini di dalamnya berisi gambar-gambar yang menjelaskan teori-teori untuk mempermudah pemahaman informasi, pengenaan unsur-unsur baru yang diulang-ulang serta lambang-lambang yang sederhana dan penting.",https://www.bukukita.com/babacms/displaybuku/67151.jpg,https://www.bukukita.com/babacms/displaybuku/67151_f.jpg
315,316,Diana,9789791583657,Carlos Fuentes,E Nusantara,2008,Romance,"Carlos Fuentes, seorang penulis dan seorang aktris, Diana Soren, bertemu di lokasi shooting, cinta tanpa terasa bertumbuh kembang di balik mata dan hati masing-masing, walaupun masing-masing diikat sebuah cinta yang lain. Dan keduanya merasa, satu sama lain adalah cinta abadinya. Dan untuk mewujudkannya, bukan hal yang mudah, ada kekuasaan yang ingin memecahkan cinta mereka.",https://www.bukukita.com/babacms/displaybuku/20782.jpg,https://www.bukukita.com/babacms/displaybuku/20782_f.jpg
316,317,Lead with LUV : Cara Unik untuk Mencapai Kesuksesan Sejati,9786028482424,Ken Blanchard & Colleen Barett,MIC,Desember - 2011,Pengembangan Diri,"  Sekali waktu pernah ada pribadi luar biasa yang memimpin dengan kasih. Sementara kompetitornya berusaha mati-matian, perusahaan berhasil. Pelanggannya setia, karyawannya senang bekerja di sana, dan perusahaan itu selalu menghasilkan keuntungan setiap tahun--selama puluhan tahun.Colleen Barrett mengawali kariernya sebagai sekretaris eksekutif, namun pendiri Southwest Airlines memilihnya untuk menggantikannya sebagai presiden. Ketika ditanyai alasannya, pimpinan itu berkata, Karena ia tahu cara untuk memimpin orang hingga berhasil. Seperti yang sudah dibuktikan sendiri oleh Colleen Barrett, presiden emeritus Southwest Airlines, memimpin dengan kasih adalah rute bebas hambatan menuju kinerja optimal sebuah perusahaan. Sekarang, dalam sebuah diskusi yang memotivasi, Colleen Barrett dan ahli kepemimpinan legendaris, Ken Blanchard (The One Minute Manager) menjelaskan apa arti sesungguhnya dari kepemimpinan berdasarkan kasih ..mengapa tidak ada hal yang 'lunak' dalam kepemimpinan semacam itu...dan bagaimana Anda bisa mulai memimpin dengan penuh kasih sekarang juga, di mana pun Anda berada!Lead with LUV adalah diskusi unik antara Colleen Barrett dan Ken Blanchard, penulis legendaris dari The One Minute Manager' bersama-sama mereka mengungkapkan mengapa memimpin dengan kasih adalah proses yang paling berpengaruh untuk memimpin, bagaimana membuat kepemimpinan itu berhasil, dan bagaimana hal ini bisa membantu Anda meraih kinerja bisnis yang tidak terbantah.",https://www.bukukita.com/babacms/displaybuku/49231.jpg,https://www.bukukita.com/babacms/displaybuku/49231_f.jpg
317,318,Kue Pelangi Ombre (full color),9786027991316,A. Yahya Hastuti & Dara Rahma iilahiya,Dunia Kreasi,Juli - 2013,Kue,Aneka Kreasi Kue Pelangi:Kue Pelangi Dalam GelasKue Pelangi PotongTaman Bunga FantasiKue Pelangi Jeli-JeliKue Pelangi SimpelAneka Kreasi Ombre Cake:Simple Ombre CakeOmbre In JarLove OmbreFruit OmbreOmbre Keranjang BungaBONUS:Red Velvet CakeFrozen Brownies Cheese Red VelvetRed Velvet Roll CakeRed Velvet PancakeRed Velvet Donut,https://www.bukukita.com/babacms/displaybuku/66383.jpg,https://www.bukukita.com/babacms/displaybuku/66383_f.jpg
318,319,Kehancuran Troy,9786029682809,Virgil,Oncor Semesta Publisher,2011,Fantasi,view Kehancuran Troy,https://www.bukukita.com/babacms/displaybuku/85008.jpg,https://www.bukukita.com/babacms/displaybuku/85008_f.jpg
319,320,Goofyfoot Gurl #1 : Let There Be Lighten Up!,978,Joy Comics,Joy To Learn,April - 2009,Remaja,"Ombal Sedang Tinggi   Ayo Berselancar!  Buat Suki dan gengnya!    Suki dan teman-temannya suka sekali bermain ombak dan bersantai di pantai. Tapi masing-masing punya masalah pribadi yang dihadapi--kekurangan dana yang serius, ibu tiri baru yang masih muda, Orang tua super sibuk, dan bahkan kemungkinan untuk dijodohkan! Perasaan simpati mulai bermekaran serta seorang pria misterius menunggu untuk muncul di deburan ombaj berikutnya.",https://www.bukukita.com/babacms/displaybuku/19996.jpg,https://www.bukukita.com/babacms/displaybuku/19996_f.jpg
320,321,Tata Cara Pelaksanaan Tugas dan Wewenang serta Kedudukan Keuangan Gubernur Sebagai Wakil Pemerintah di Wilayah Provinsi,978,Tim Kreatif,Fokus Media,2010,Peraturan Pemerintah,"EDISI 2010Peraturan Pemerintah Republik Indonesia Nomor 19 Tahun 2010, Tentang TATA CARA PELAKSANA TUGAS DAN WEWENANG SERTA KEDUDUKAN KEUANGAN GUBERNUR SEBAGAI WAKIL PEMERINTAH DI WILAYAH PROVINSIPeraturan Pemerintah Republik Indonesia Nomor 7 Tahun 2008, Tentang DEKONSTRASI DAN TUGAS PEMBANTUANPeraturan Menteri Dalam Negeri Nomor 2 Tahun 2010, Tentang PRUBAHAN ATAS PERATURAN MENTERI DALAM NEGERI NOMOR 30 TAHUN 2005 TENTANG KEANGGOTAAN DEWAN PERTIMBANGAN OTONOMIDAERAH DARI UNSUR PERWAKILAN PEMERINTAH DAERAH, PAKAR OONOMI DAERAH DAN PAKAR KEUANGAN",https://www.bukukita.com/babacms/displaybuku/36132.jpg,https://www.bukukita.com/babacms/displaybuku/36132_f.jpg
321,322,Binorrow: Tongkat Musa dan Tujuh Roh Boorne,9786021318546,Sudarman BK,Buku Mojok,2018,Drama,view Binorrow: Tongkat Musa dan Tujuh Roh Boorne,https://www.bukukita.com/babacms/displaybuku/104783.jpg,https://www.bukukita.com/babacms/displaybuku/104783_f.jpg
322,323,Kepak Sayap Patah: Tumbangkan Sedihmu Terbangkan Bahagiamu,9786025469053,Renyta Listyawati,Anak Hebat Indonesia,Januari - 2018,Pengembangan Diri,"Hubungan cinta yang melibatkan emosi antar dua individu kadang tidak berjalan sesuai yang direncanakan. Perpisahan memberi luka hati yang dalam dan sulit disembuhkan. Namun, apakah dengan kejadian tersebut lantas hidup kita juga menjadi ikut berakhir?. BIG NO!!!. Life must go on. Kita semua berhak untuk bahagia. Episode kegagalan adalah kesempatan bagi kita untuk bermetamorphose menjadi pribadi yang lebih indah.Buku ini adalah panduan sederhana bagaimana kita dapat segera bangkit dari keterpurukan, belajar dari kegagalannya, dan menjadi pribadi yang lebih baik dan bahagia. Renyta Listyawati",https://www.bukukita.com/babacms/displaybuku/105431.jpg,https://www.bukukita.com/babacms/displaybuku/105431_f.jpg
323,324,"Pemikiran Arab: Dinamika Intelektual, Ideologi dan Gerakan",9786027485266,"Dr. Yoyo, M.A",Anak Hebat Indonesia,Februari - 2018,Sosial-Politik,"Uraian tentang perkembangan intelektual Arab mulai dari era Modern (akhir abad 19 dan awal abad 20) sampai pada pasca kekalahan perang Arab Israel 1967 telah menunjukkan dinamisme pemikiran Arab dengan berbagai corak ideologinya, yaitu Nasionalisme, Liberalisme, Marxisme, dan Islamisme dengan corak dan karakteristiknya masing-masing. Pemikiran Arab tersebut di atas lahir dari perasaan krisis, inferior, dan sekaligus respon intelektual Arab terhadap modernitas yang diusung oleh Barat.",https://www.bukukita.com/babacms/displaybuku/105372.jpg,https://www.bukukita.com/babacms/displaybuku/105372_f.jpg
324,325,Pathok Negoro Menghadapi Perubahan Zaman,9786027196254,Yenny Retno Mallany,Diandra Primamitra,Februari - 2016,Sosial-Politik,"Berangkat dari pemahaman bahwa ruang sesungguhnya bukan sesuatu yang terberi, tulisan ini fokus pada dua substansi besar yang saling berkaitan. Keduanya ialah, pertama, pembentukan ruang Pathok Negoro. Dalam hal ini, Pathok Negoro dilihat dari t'ungsinya terhadap Keraton Yogyakarta, yakni sebagai batas fisik, kultural, maupun filosofis. Kedua, pembentukan identitas yang didasarkan atas perkembangan dan dinamisasi ruang. Dalam hal ini, Pathok Negoro dilihat secara lebih fokus dalam kaitannya dengan karakternya ketika sudah menjadi titik otonom yang terpisah dari Keraton.Masalah kedua sangat berhubungan dengan pergeseran kekuasaan yang terjadi seiring berlalunya waktu; Pathok Negoro yang pada mulanya berada di bawah kuasa Keraton secara perlahan menciptakan kekuasaannya atas diri sendirisuatu hal yang terjadi lantaran perubahan yang lebih luas di Yogyakarta. Perubahan-perubahan itu terjadi dalam hampir seluruh aspek kehidupan, terutama politik, sosial, dan budaya. Hal-hal itu memengaruhi aspek tata ruang, dan sebaliknya: terjadinya hal-hal itu juga dipengaruhi oleh perubahan ruang. Maka, dari perspektif ilmu politik, tulisan ini menunjukkan bahwa kebijakan atas tata ruang adalah kebijakan politis.",https://www.bukukita.com/babacms/displaybuku/91181.jpg,https://www.bukukita.com/babacms/displaybuku/91181_f.jpg
325,326,Aku Suka Menulis Sambil Mengenal Lingkungan (Promo Luxima),9786027635463,Contessa Dewi dan Meity H.Idris,Luxima,Desember - 2013,Pendidikan Anak,"MATERI DISESUAIKAN DENGAN KURIKULUM TERBARU****Seri ini di tulis secara khusus untuk membantu pembelajaran anak dengan menunjang pembelajaran putra-putri kita.Buku ini di sesuaikan dengan kriteria-kriteria kemampuan dasar, yang sangat perlu di berikan dan di ajarkan kepada putra-putri kita mulai usia 4+.Demi mengikuti perkembangan pembelajaran di PAUD, yang semakin fleksible dan dinamis, seri ini hadir dalam edisi buku belajar yang menarik.Kegiatan-kegiatan aktifitas dan pembelajaran yang di susun dalam buku ini, dapat di gunakan sebagai proses belajar anak, baik di rumah maupun di sekolah.Selamat belajar dan bermain adik-adik semua, dapatkan buku belajar yang menarik dan tepat, agar kamu semua dapat belajar dengan baik.",https://www.bukukita.com/babacms/displaybuku/70787.jpg,https://www.bukukita.com/babacms/displaybuku/70787_f.jpg
326,327,Sedara Cinta,9786028597210,Hermes Dione,Leutika,Juli - 2010,Romance,"Novel Sedara Cinta ini, sebagaimana dituturkan penulisnya saat berkunjung ke kantor Leutika, diilhami oleh gaya romantik Flaubert, gaya vulgar Henri Miller, dan dibungkus dengan gaya eksistensialis. Kekuatan novel ini terletak pada dialognya yang romantis, syahdu, sarat-emosi, dan filosofis. Novel ini bergenre dewasa (olah sensualitas) dengan gaya bahasa yang cukup serius (olah rasa dan pikir), dan ber-ending pencerahan mengenai hakikat cinta, makna kekasih, makna kebersamaan, makna kedewasaan, dan titik temu antara cinta dan yang ilahiah, tapi bukan bernuansa agamis.Penerbit Leutika mengucapkan terima kasih kepada Mas Yudi (Hermes Dieone) yang mempercayakan penerbitan karyanya kepada kami. Merupakan sebuah kehormatan tersendiri bisa menerbitkan novel yang sarat dengan makna dan pesan dengan bahasa yang romantis-filosofis. Selamat membaca!""Kisah cinta penuh energi, sarat emosi dan pemikiran. Membongkar hakekat asmara sampai ke akarnya, memberi inspirasi bagi pecinta.""Abidah El Khalieqy, penulis novel Perempuan Berkalung Sorban",https://www.bukukita.com/babacms/displaybuku/32057.jpg,https://www.bukukita.com/babacms/displaybuku/32057_f.jpg
327,328,Aneka Kue Paling Istimewa (full color),9786027560703,Tim Kreasi Dapur Koki,Dunia Kreasi,Februari - 2013,Kue,semprit SaguBlueberry CookiesDurian Pandan CakeBrownies Pandan KejuKue CincinKue Kacang JahePuding SakuraCemporoPutri NoongTalam AsihFancy Zoo OmbreFortune CookiesBali CookiesGetuk LindriBrownies Kukus CokelatPuding StrawberryCongratulation Ombre CakeDadar Gulung Kacang IjoRed Velvet Roll CakeLumpia RebungSemak Mawar Hati OmbreChocolate Chips CookiesPuding Caramel KismisButterfly CookiesRed Velvet With Fruit TopingBrownies Kukus Ketan HitamKue NastarRed Velvet MacaronsRed Velvet Whoopee PieFrozen Pancake,https://www.bukukita.com/babacms/displaybuku/60646.jpg,https://www.bukukita.com/babacms/displaybuku/60646_f.jpg
328,329,Setitik Embun Surga,9789793862408,JAMAL MA MUR ASMANI,Al Mawardi,November - 2012,Islam,"Rumahku adalah surgaku', demikianlah seharusnya keberadaan rumah tangga di mata suami-istri. Keluarga harus menjadi ""tempat kembali"" yang menghembuskan kedamaian di hati. Keluarga harus menjadi ikatan suci yang memancarkan keindahan dan harmonisasi yang tak bertepi. Keluarga harus menjadi ""taman"" tempat berrmekarannya bunga-bungan kebahagiaan.Kehadiran buku ini adalah ibarat oase di tengah padang pasir yang memberikan tetes-tetes kedamaian di tengah carut-marutnya hubungan keluarga yang dirasakan oleh sebagian orang akhir-akhir ini. Buku ini mencoba merujut kembali harmonisasi rumah tangga yang terkoyak, lewat tips-tips dan kiat-kiat yang diberikannya.Lebih dari itu, buku ini juga menawarkan tips-tips khusus bagi pasanga suami-istri, khususnya bagi suami sebagai kepala keluarga, tentang bagaimana caranya mendidik putra-putri mereka dengan baik, agar pada saatnya nanti mereka mampu meraih kehidupan yang sukses dan bahagia.Baca dan amalkan isi buku ini, maka Anda akan menemukan kunci utama untuk membuka gerbang kebahagiaan dalam kehidupan rumah tangga Anda! So, selamat membaca dan menikmati buku yang istimewa ini!",https://www.bukukita.com/babacms/displaybuku/58591.jpg,https://www.bukukita.com/babacms/displaybuku/58591_f.jpg
329,330,Siapkah Kau Untuk Dicintai,9786026673930,Ipnu Rinto Nugroho,Anak Hebat Indonesia,Februari - 2018,Islam,"Ada banyak sekali persiapan yang bisa dilakukan agar bisa dicintai. Yang jelas persiapan itu tidak selalu mengarah ke persiapan fisik. Banyak orang yang masih dalah kaprah. Mereka berbondong-bondong ke salon, melakukan serangkaian perawatan kecantikan, tentunya agar tampil menarik sehingga bisa menarik minat orang untuk memilih. Penampilan memang segalanya, tapi segalanya tidak bisa dinilai dari penampilan. Bila diakui bahwa orang lebih memilih sesuatu yang indah daripada yang tidak indah. Tapi ingat, buah manga pun memiliki penampilan yang manis dan mulus, tapi dalamnya cenderung masam. Sementara itu buah durian memiliki penampilan yang tidak enak dilihat, tapi semua orang suka dengan rasa dan aromanya.Don't judge book by its cover, pepatah itu benar juga. Tidak selamanya orang akan melihat kita dari penampilan kita. Sekarang zamannya orang lebih memilih isi daripada kulitnya. Buku ini membahas tentang berbagai persiapan agar kita layak untuk dipilih dan dicintai. Meskipun di dalamnya juga membahas tentang persiapan penampilan, tapi kami tidak meletakkannya di awal, agar orang tahu bahwa penampilan bukanlah hal yang sangat diutamakan.",https://www.bukukita.com/babacms/displaybuku/105388.jpg,https://www.bukukita.com/babacms/displaybuku/105388_f.jpg
